,Age,Income,No of Years,FreqBra,FreqATM,FreqPOS,FreqInt,cust_care_score,complaints_score,branches_score,exec_eff_score,prod_score,val_for_money_score,cluster,Age_bin,Income_bin,Bank,Gender,Most frequently used Bank,Location,Education,Employment Category,Changeplan,FromBank,ToBank
31926,25.5,25000,4,0.5,6,6,0,-80,0,-80,10,-30,-30,0,21-30,"Below N50,000",Bank B,Female,Bank B,Lagos,Secondary school leaving certificate,Student,Yes,Bank D,Bank H
31927,25.5,25000,2,0.5,6,6,0,-70,-10,-80,-60,-40,-10,0,21-30,"Below N50,000",Bank D,Female,Bank B,Lagos,Secondary school leaving certificate,Student,Yes,Bank D,Bank H
31930,19,25000,1,0.5,30,30,0,30,0,50,0,0,0,1,18-20,"Below N50,000",Bank N,Female,Bank N,Lagos,Secondary school leaving certificate,Student,No,,
31931,19,25000,2,0.5,30,30,0,0,0,0,0,0,0,1,18-20,"Below N50,000",Bank D,Female,Bank N,Lagos,Secondary school leaving certificate,Student,No,,
31932,19,25000,1,0.5,30,30,0,30,-10,20,0,0,0,1,18-20,"Below N50,000",Bank C,Female,Bank N,Lagos,Secondary school leaving certificate,Student,No,,
31933,19,25000,1,2,6,6,0,0,-50,22,-10,-22,-20,0,18-20,"Below N50,000",Bank N,Female,Bank N,Lagos,Secondary school leaving certificate,Student,No,,
31935,19,25000,3,2,6,0.5,0,120,60,180,60,60,30,3,18-20,"Below N50,000",Bank J,Male,Bank B,Lagos,Secondary school leaving certificate,Student,No,,
31949,25.5,25000,5,0.5,2,2,0.5,80,40,66,38,20,20,3,21-30,"Below N50,000",Bank A,Female,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
31950,19,25000,2,0.5,6,0.5,0,28,20,69,30,10,0,0,18-20,"Below N50,000",Bank D,Female,Bank D,Lagos,Secondary school leaving certificate,Student,No,,
31955,25.5,75000,1,0.5,6,2,2,-58,-20,-80,30,10,10,0,21-30,"N50,000 - N100,000",Bank D,Female,Bank D,Lagos,OND/HND,Private Sector Employee,No,,
31958,33,25000,8,2,6,0.5,0.5,90,30,60,29,18,18,3,31-35,"Below N50,000",Bank B,Female,Bank B,Lagos,Bachelor's Decree,Student,No,,
31961,33,75000,8,0.5,6,0.5,0.5,68,20,80,40,10,20,3,31-35,"N50,000 - N100,000",Bank A,Male,,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31962,25.5,75000,8,0.5,30,0.5,6,93,51,70,60,34,-4,3,21-30,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31963,25.5,75000,4,0.5,30,0.5,6,37,26,52,40,25,-4,0,21-30,"N50,000 - N100,000",Bank L,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31964,25.5,75000,2,0.5,30,0.5,6,39,51,34,50,25,-4,3,21-30,"N50,000 - N100,000",Bank G,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31965,25.5,75000,1,0.5,30,0.5,6,11,25,35,30,16,-4,0,21-30,"N50,000 - N100,000",Bank E,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31966,25.5,75000,3,0.5,6,2,0,69,25,86,60,40,18,3,21-30,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Student,No,,
31967,25.5,75000,1,0.5,6,2,0,82,25,82,-10,20,9,3,21-30,"N50,000 - N100,000",Bank A,Male,Bank C,Lagos,Bachelor's Decree,Student,No,,
31969,33,25000,5,0.5,2,2,0.5,80,40,66,38,20,20,3,31-35,"Below N50,000",Bank A,Male,Bank A,Lagos,OND/HND,Student,No,,
31971,25.5,25000,5,0.5,2,2,0.5,80,40,66,38,20,20,3,21-30,"Below N50,000",Bank A,Female,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
31976,19,25000,3,0.5,6,30,0,80,60,54,50,17,21,3,18-20,"Below N50,000",Bank N,Female,Bank N,Lagos,No Response,Student,No,,
31982,25.5,25000,1,0.5,6,0,0,0,0,46,36,16,16,0,21-30,"Below N50,000",Bank H,Female,Bank L,Lagos,OND/HND,Student,No,,
31983,25.5,25000,4,0.5,6,0,0,0,0,46,18,12,16,0,21-30,"Below N50,000",Bank L,Female,Bank L,Lagos,OND/HND,Student,No,,
32014,38,75000,8,2,6,0.5,0,16,8,26,-1,2,2,0,36-40,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Master's Degree,Civil/Public Servant,Yes,Bank L,Bank C
32016,19,25000,1,0.5,2,0,0.5,-4,-5,4,6,-10,-4,0,18-20,"Below N50,000",Bank B,Male,Bank B,Lagos,OND/HND,Student,No,,
32024,33,25000,3,0.5,6,6,30,-20,60,110,24,39,4,1,31-35,"Below N50,000",Bank D,Male,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32025,33,25000,4,0.5,6,6,30,-20,60,30,24,33,8,1,31-35,"Below N50,000",Bank C,Male,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32026,33,25000,10,0.5,6,6,30,110,20,100,24,27,12,1,31-35,"Below N50,000",Bank P,Male,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32027,33,25000,4,0.5,6,6,30,60,60,20,24,15,0,1,31-35,"Below N50,000",Bank A,Male,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32033,38,75000,14,0.5,2,0,0,17,10,100,-10,-10,-20,0,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Lagos,OND/HND,Civil/Public Servant,No,,
32042,19,25000,2,0.5,6,0.5,0.5,0,20,18,20,-10,-10,0,18-20,"Below N50,000",Bank C,Male,Bank D,Lagos,Secondary school leaving certificate,Student,No,,
32043,19,25000,2,0.5,6,0.5,0.5,40,20,30,20,-10,-10,0,18-20,"Below N50,000",Bank D,Male,Bank D,Lagos,Secondary school leaving certificate,Student,No,,
32046,38,175000,11,0.5,6,2,6,30,30,30,20,20,10,2,36-40,"N101,000 - N250,000",Bank D,Female,,Lagos,OND/HND,Self Employed,No,,
32047,38,175000,1,0.5,6,2,6,50,40,70,40,20,10,3,36-40,"N101,000 - N250,000",Bank C,Female,,Lagos,OND/HND,Self Employed,No,,
32058,50.5,175000,5,30,6,0,0,40,10,-16,30,0,0,2,41-60,"N101,000 - N250,000",Bank D,Female,Bank B,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
32059,50.5,175000,12,30,6,0,0,1,-20,-30,0,-10,-10,0,41-60,"N101,000 - N250,000",Bank B,Female,Bank B,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
32069,25.5,175000,6,2,2,0.5,6,32,32,48,50,30,10,3,21-30,"N101,000 - N250,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Self Employed,No,,
32070,25.5,175000,3,2,2,0.5,6,32,16,48,20,10,10,0,21-30,"N101,000 - N250,000",Bank N,Female,Bank C,Lagos,Bachelor's Decree,Self Employed,No,,
32078,25.5,75000,10,6,30,2,0,48,36,61,20,19,9,3,21-30,"N50,000 - N100,000",Bank L,Male,Bank L,Lagos,Bachelor's Decree,Self Employed,Yes,Bank C,Bank J
32079,25.5,75000,3,6,30,2,0,-26,0,-20,0,-10,0,0,21-30,"N50,000 - N100,000",Bank C,Male,Bank L,Lagos,Bachelor's Decree,Self Employed,Yes,Bank C,Bank J
32080,33,175000,1,0.5,2,0.5,0,20,40,-50,40,0,0,0,31-35,"N101,000 - N250,000",Bank C,Male,Bank A,Lagos,OND/HND,Self Employed,No,,
32081,33,175000,11,0.5,2,0.5,0,-10,10,-80,10,0,-10,0,31-35,"N101,000 - N250,000",Bank A,Male,Bank A,Lagos,OND/HND,Self Employed,No,,
32082,25.5,75000,2,0.5,6,6,0.5,20,20,31,54,54,10,3,21-30,"N50,000 - N100,000",Bank B,Male,Bank B,Lagos,Bachelor's Decree,Student,No,,
32083,25.5,75000,1,0.5,6,6,0.5,54,36,47,36,9,20,3,21-30,"N50,000 - N100,000",Bank D,Male,Bank B,Lagos,Bachelor's Decree,Student,No,,
32085,19,25000,2,0.5,6,0.5,0,0,20,95,20,40,0,0,18-20,"Below N50,000",Bank A,Female,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
32092,19,25000,2,0.5,6,6,0.5,37,19,52,30,20,10,0,18-20,"Below N50,000",Bank A,Female,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
32093,19,25000,1,0.5,6,6,0.5,50,19,67,30,20,20,3,18-20,"Below N50,000",Bank N,Female,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
32096,19,25000,3,0.5,6,6,2,90,20,101,38,9,10,3,18-20,"Below N50,000",Bank N,Female,Bank N,Lagos,Secondary school leaving certificate,Student,No,,
32098,38,175000,1,6,30,6,30,80,19,116,60,8,0,1,36-40,"N101,000 - N250,000",Bank N,Male,Bank N,Lagos,Bachelor's Decree,Self Employed,No,,
32106,25.5,25000,2,0.5,30,0,0,-29,0,48,19,20,10,0,21-30,"Below N50,000",Bank A,Male,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
32108,19,25000,2,0.5,6,0,0,-30,20,44,60,0,0,0,18-20,"Below N50,000",Bank A,Male,Bank A,Lagos,Secondary school leaving certificate,Student,Yes,Bank A,Bank D
32115,33,25000,1,0.5,6,30,30,52,18,21,33,42,12,1,31-35,"Below N50,000",Bank J,Male,Bank N,Lagos,OND/HND,Private Sector Employee,No,,
32228,25.5,25000,3,2,2,0.5,0.5,44,28,48,0,0,0,0,21-30,"Below N50,000",Bank K,Female,Bank K,Lagos,Bachelor's Decree,Student,Yes,Bank F,Bank K
32229,25.5,25000,8,2,2,0.5,0.5,30,21,53,0,0,0,0,21-30,"Below N50,000",Bank C,Female,Bank K,Lagos,Bachelor's Decree,Student,Yes,Bank F,Bank K
32230,25.5,25000,8,2,2,0.5,0.5,-49,-14,1,0,0,0,0,21-30,"Below N50,000",Bank F,Female,Bank K,Lagos,Bachelor's Decree,Student,Yes,Bank F,Bank K
32267,50.5,75000,8,0.5,6,0,0.5,80,40,20,20,2,30,2,41-60,"N50,000 - N100,000",Bank B,Male,Bank B,Lagos,Master's Degree,Private Sector Employee,No,,
32268,33,75000,3,6,6,0.5,2,50,0,50,-10,-10,20,0,31-35,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32269,33,75000,6,6,6,0.5,2,100,40,110,40,50,30,3,31-35,"N50,000 - N100,000",Bank P,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32270,25.5,75000,5,2,2,0.5,0.5,0,40,120,40,10,-20,0,21-30,"N50,000 - N100,000",Bank D,Female,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32271,25.5,75000,6,2,2,0.5,0.5,0,40,120,40,40,20,3,21-30,"N50,000 - N100,000",Bank P,Female,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32272,33,75000,10,0.5,30,6,6,19,50,110,60,-17,10,3,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32273,33,75000,2,0.5,30,6,6,22,10,60,10,-20,-20,0,31-35,"N50,000 - N100,000",Bank L,Female,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32274,33,75000,7,0.5,30,6,6,5,-10,100,20,-20,-20,0,31-35,"N50,000 - N100,000",Bank P,Female,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32275,33,75000,3,0.5,30,6,6,6,-20,-20,-10,-22,-10,0,31-35,"N50,000 - N100,000",Bank A,Female,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32282,25.5,175000,3,2,2,0.5,0.5,40,20,60,40,40,20,3,21-30,"N101,000 - N250,000",Bank P,Male,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32283,25.5,175000,5,2,2,0.5,0.5,40,20,60,40,40,20,3,21-30,"N101,000 - N250,000",Bank C,Male,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32284,38,75000,3,0.5,6,0.5,6,30,20,90,30,40,10,3,36-40,"N50,000 - N100,000",Bank P,Female,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32285,38,75000,13,0.5,6,0.5,6,30,40,90,40,40,20,3,36-40,"N50,000 - N100,000",Bank J,Female,Bank P,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32293,25.5,75000,5,2,30,0.5,30,72,18,144,18,36,18,1,21-30,"N50,000 - N100,000",Bank D,Female,Bank D,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32297,33,75000,5,0.5,6,0.5,0.5,27,9,90,18,18,9,0,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Lagos,Master's Degree,Private Sector Employee,No,,
32298,33,75000,2,0.5,6,0.5,0.5,27,9,81,18,27,9,0,31-35,"N50,000 - N100,000",Bank P,Female,Bank C,Lagos,Master's Degree,Private Sector Employee,No,,
32299,33,75000,11,0.5,30,30,30,72,36,81,18,-18,9,1,31-35,"N50,000 - N100,000",Bank C,Female,,Lagos,OND/HND,Private Sector Employee,No,,
32300,33,75000,1,0.5,30,30,30,72,36,81,18,-18,9,1,31-35,"N50,000 - N100,000",Bank P,Female,,Lagos,OND/HND,Private Sector Employee,No,,
32301,25.5,75000,7,0.5,6,6,2,9,27,77,17,16,8,0,21-30,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,Yes,Bank C,Bank L
32302,25.5,75000,9,0.5,6,6,2,27,9,55,17,32,8,0,21-30,"N50,000 - N100,000",Bank P,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,Yes,Bank C,Bank L
32321,25.5,75000,2,6,2,0.5,2,72,36,90,45,36,0,3,21-30,"N50,000 - N100,000",Bank N,Female,Bank N,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32335,25.5,175000,9,0.5,6,0.5,0.5,17,10,29,19,-18,0,0,21-30,"N101,000 - N250,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32336,25.5,175000,3,0.5,6,0.5,0.5,29,20,25,19,0,0,0,21-30,"N101,000 - N250,000",Bank O,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32372,50.5,175000,12,2,6,0.5,6,20,15,27,10,5,0,2,41-60,"N101,000 - N250,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32806,25.5,175000,2,0.5,6,0.5,0.5,40,20,60,20,0,10,0,21-30,"N101,000 - N250,000",Bank N,Male,Bank N,Lagos,Master's Degree,Civil/Public Servant,No,,
32812,25.5,75000,9,2,6,2,2,120,60,60,50,35,12,3,21-30,"N50,000 - N100,000",Bank H,Female,Bank H,Lagos,OND/HND,Private Sector Employee,No,,
32815,25.5,175000,7,2,6,0.5,0.5,40,20,60,20,-10,0,0,21-30,"N101,000 - N250,000",Bank L,Male,Bank L,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32830,50.5,75000,5,6,2,0,0,35,12,57,16,0,12,0,41-60,"N50,000 - N100,000",Bank H,Female,Bank H,Lagos,Bachelor's Decree,Unemployed,No,,
32831,50.5,75000,10,6,2,0,0,21,19,10,8,6,6,2,41-60,"N50,000 - N100,000",Bank I,Female,Bank H,Lagos,Bachelor's Decree,Unemployed,No,,
32832,65,75000,15,6,6,0.5,6,40,32,64,0,16,5,2,Above 60,"N50,000 - N100,000",Bank B,Male,Bank C,Lagos,OND/HND,Civil/Public Servant,No,,
32833,65,75000,8,6,6,0.5,6,24,24,71,0,0,10,2,Above 60,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,OND/HND,Civil/Public Servant,No,,
32839,33,75000,8,6,30,0.5,0.5,45,54,62,24,24,24,3,31-35,"N50,000 - N100,000",Bank D,Male,Bank D,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32840,50.5,75000,12,2,6,0.5,0,4,10,68,-9,-26,0,0,41-60,"N50,000 - N100,000",Bank D,Male,Bank D,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32841,50.5,75000,17,2,6,0.5,2,2,15,14,20,-4,-5,2,41-60,"N50,000 - N100,000",Bank D,Female,Bank D,Lagos,Secondary school leaving certificate,Civil/Public Servant,No,,
32843,19,25000,2,2,2,0,0,20,22,97,17,27,12,3,18-20,"Below N50,000",Bank D,Female,Bank D,Lagos,Secondary school leaving certificate,Student,No,,
32844,33,75000,10,30,6,0,0,35,21,56,26,5,6,2,31-35,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32848,25.5,25000,8,30,30,0,0,45,28,46,7,0,0,0,21-30,"Below N50,000",Bank H,Male,Bank H,Lagos,Bachelor's Decree,Student,No,,
32851,25.5,75000,3,0.5,0.5,0,0,0,0,0,0,0,0,0,21-30,"N50,000 - N100,000",Bank E,Female,Bank E,Lagos,Bachelor's Decree,Self Employed,No,,
32852,19,25000,2,2,2,0,0,47,7,19,6,7,6,0,18-20,"Below N50,000",Bank L,Male,Bank L,Lagos,OND/HND,Student,Yes,Bank L,Bank N
32857,25.5,75000,5,0.5,6,0,0,70,18,19,-7,0,14,0,21-30,"N50,000 - N100,000",Bank L,Male,Bank L,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32858,33,175000,5,6,6,0,0,39,23,49,23,7,7,0,31-35,"N101,000 - N250,000",Bank D,Female,Bank D,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32859,33,175000,10,6,6,0,0,38,24,48,23,14,14,2,31-35,"N101,000 - N250,000",Bank O,Female,Bank D,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32861,25.5,75000,5,2,6,0,0,39,21,63,21,24,7,0,21-30,"N50,000 - N100,000",Bank H,Male,Bank H,Lagos,Bachelor's Decree,Self Employed,No,,
32867,33,75000,2,0.5,0.5,0,0,0,0,0,0,0,0,0,31-35,"N50,000 - N100,000",Bank K,Female,Bank K,Lagos,OND/HND,Self Employed,No,,
32875,65,25000,5,2,2,0,0,0,-10,-20,0,0,0,0,Above 60,"Below N50,000",Bank G,Female,Bank G,Lagos,Secondary school leaving certificate,Self Employed,Yes,Bank G,Bank N
32877,33,175000,5,6,6,0,0,0,0,0,0,0,0,0,31-35,"N101,000 - N250,000",Bank J,Female,Bank J,Lagos,Master's Degree,Private Sector Employee,Yes,Bank J,Bank C
32879,25.5,175000,8,30,30,0,30,40,0,26,19,16,0,1,21-30,"N101,000 - N250,000",Bank B,Male,Bank B,Lagos,OND/HND,Civil/Public Servant,No,,
32880,25.5,175000,3,30,30,0,30,17,16,55,7,16,15,1,21-30,"N101,000 - N250,000",Bank C,Male,Bank B,Lagos,OND/HND,Civil/Public Servant,No,,
32881,25.5,175000,1,30,30,0,30,16,16,37,32,17,5,1,21-30,"N101,000 - N250,000",Bank E,Male,Bank B,Lagos,OND/HND,Civil/Public Servant,No,,
32882,25.5,75000,5,6,6,0.5,0.5,60,19,86,22,45,6,3,21-30,"N50,000 - N100,000",Bank N,Male,Bank N,Lagos,OND/HND,Private Sector Employee,No,,
32889,33,75000,2,2,6,0.5,0,35,16,5,33,18,0,0,31-35,"N50,000 - N100,000",Bank E,Male,Bank E,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32890,33,75000,3,2,6,0.5,0,35,22,18,27,26,16,0,31-35,"N50,000 - N100,000",Bank F,Male,Bank E,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32891,33,75000,10,2,6,6,0,56,42,42,35,28,5,3,31-35,"N50,000 - N100,000",Bank H,Male,Bank H,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32892,33,75000,7,6,6,0.5,0,9,17,63,19,-9,0,0,31-35,"N50,000 - N100,000",Bank A,Male,Bank A,Lagos,Bachelor's Decree,Self Employed,No,,
32895,38,25000,5,2,6,0.5,0.5,4,8,0,0,0,0,0,36-40,"Below N50,000",Bank C,Female,Bank C,Lagos,No Formal Education,Self Employed,No,,
32896,38,25000,8,2,6,0.5,0.5,0,0,0,0,0,0,0,36-40,"Below N50,000",Bank H,Female,Bank C,Lagos,No Formal Education,Self Employed,No,,
32897,38,25000,3,2,6,0.5,0.5,-4,0,0,0,0,0,0,36-40,"Below N50,000",Bank F,Female,Bank C,Lagos,No Formal Education,Self Employed,No,,
32898,38,25000,2,2,6,0.5,0.5,0,0,0,0,0,0,0,36-40,"Below N50,000",Bank N,Female,Bank C,Lagos,No Formal Education,Self Employed,No,,
32899,25.5,25000,3,2,6,0.5,2,10,0,0,40,0,0,0,21-30,"Below N50,000",Bank H,Male,Bank F,Lagos,OND/HND,Student,No,,
32900,25.5,25000,5,2,6,0.5,2,10,10,0,40,0,0,0,21-30,"Below N50,000",Bank F,Male,Bank F,Lagos,OND/HND,Student,No,,
32902,25.5,75000,9,0.5,6,0.5,0,21,13,-8,8,-23,0,0,21-30,"N50,000 - N100,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Unemployed,No,,
32903,33,175000,5,2,6,2,0.5,-38,-50,-30,24,16,14,0,31-35,"N101,000 - N250,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32904,33,175000,3,2,6,2,0.5,-26,0,10,8,24,14,0,31-35,"N101,000 - N250,000",Bank B,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32905,33,175000,11,2,6,2,0.5,76,10,90,16,16,14,3,31-35,"N101,000 - N250,000",Bank D,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
32928,65,175000,5,6,6,0.5,30,81,27,108,45,27,18,1,Above 60,"N101,000 - N250,000",Bank N,Female,Bank N,Lagos,Master's Degree,Retired,No,,
32929,65,175000,6,6,6,0.5,30,18,9,45,-18,27,0,1,Above 60,"N101,000 - N250,000",Bank H,Female,Bank N,Lagos,Master's Degree,Retired,No,,
32930,25.5,25000,5,2,2,0,0,20,7,41,8,17,8,0,21-30,"Below N50,000",Bank B,Female,Bank B,Lagos,OND/HND,Student,Yes,Bank B,Bank C
32931,38,75000,5,2,2,2,2,32,0,16,0,0,9,0,36-40,"N50,000 - N100,000",Bank L,Female,Bank L,Lagos,Bachelor's Decree,Private Sector Employee,Yes,Bank L,Bank C
32932,25.5,25000,4,2,2,2,2,32,0,16,0,0,9,0,21-30,"Below N50,000",Bank G,Male,Bank G,Lagos,Secondary school leaving certificate,Student,Yes,Bank G,Bank C
32934,65,25000,15,6,6,0,0,43,14,61,7,8,-8,2,Above 60,"Below N50,000",Bank H,Male,Bank N,Lagos,OND/HND,Unemployed,No,,
32935,65,25000,10,6,6,0,0,43,21,74,14,16,0,2,Above 60,"Below N50,000",Bank N,Male,Bank N,Lagos,OND/HND,Unemployed,No,,
32936,33,175000,4,2,6,0.5,0.5,18,20,-2,36,27,0,0,31-35,"N101,000 - N250,000",Bank J,Male,Bank J,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32937,33,175000,10,2,6,0.5,0.5,24,20,-2,54,27,0,0,31-35,"N101,000 - N250,000",Bank C,Male,Bank J,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32938,33,75000,3,6,6,0,0,0,16,35,0,0,0,0,31-35,"N50,000 - N100,000",Bank E,Male,Bank E,Lagos,OND/HND,Self Employed,Yes,Bank E,Bank C
32939,38,25000,8,2,6,0.5,0,36,7,29,16,27,0,0,36-40,"Below N50,000",Bank N,Female,Bank N,Lagos,Master's Degree,Unemployed,No,,
32940,38,25000,5,2,6,0.5,0,38,-4,43,8,33,0,0,36-40,"Below N50,000",Bank C,Female,Bank N,Lagos,Master's Degree,Unemployed,No,,
32941,50.5,25000,13,6,6,6,6,36,18,18,18,18,0,2,41-60,"Below N50,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Unemployed,No,,
32942,33,75000,6,6,6,0,0.5,8,-7,24,8,14,0,0,31-35,"N50,000 - N100,000",Bank A,Female,Bank A,Lagos,Bachelor's Decree,Self Employed,Yes,Bank A,Bank N
32943,33,75000,2,0.5,6,0.5,2,90,54,126,21,21,14,3,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Lagos,OND/HND,Private Sector Employee,No,,
32944,33,75000,3,0.5,6,0.5,2,54,27,54,14,7,7,0,31-35,"N50,000 - N100,000",Bank L,Female,Bank C,Lagos,OND/HND,Private Sector Employee,No,,
32946,33,75000,5,6,6,2,0,108,54,162,54,54,27,3,31-35,"N50,000 - N100,000",Bank J,Male,Bank J,Lagos,Bachelor's Decree,Self Employed,No,,
32947,25.5,25000,10,0.5,2,0,0,55,28,65,26,15,16,3,21-30,"Below N50,000",Bank F,Male,Bank F,Lagos,OND/HND,Unemployed,No,,
32948,25.5,75000,4,6,6,0.5,0,28,-8,47,16,26,16,0,21-30,"N50,000 - N100,000",Bank B,Male,Bank B,Lagos,OND/HND,Civil/Public Servant,No,,
32950,33,75000,8,2,6,0.5,0.5,18,20,-30,36,27,0,0,31-35,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32951,33,75000,3,2,6,0.5,0.5,23,10,-12,36,27,0,0,31-35,"N50,000 - N100,000",Bank J,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
32952,50.5,175000,10,6,30,0,0,33,34,66,8,5,-8,2,41-60,"N101,000 - N250,000",Bank C,Male,Bank C,Lagos,Master's Degree,Self Employed,No,,
32953,50.5,175000,7,6,30,0,0,33,17,50,16,4,8,2,41-60,"N101,000 - N250,000",Bank H,Male,Bank C,Lagos,Master's Degree,Self Employed,No,,
32955,50.5,175000,5,6,6,6,6,74,0,27,9,0,0,0,41-60,"N101,000 - N250,000",Bank B,Female,Bank B,Lagos,Bachelor's Decree,Self Employed,No,,
32956,33,25000,5,6,6,0.5,0,33,-8,21,8,23,-7,0,31-35,"Below N50,000",Bank D,Male,Bank D,Lagos,OND/HND,Unemployed,Yes,Bank D,Bank H
32957,33,175000,5,6,6,0,0,72,18,63,45,9,0,3,31-35,"N101,000 - N250,000",Bank A,Female,Bank A,Lagos,Bachelor's Decree,Self Employed,No,,
32958,33,175000,2,6,6,0,0,54,27,45,36,27,0,3,31-35,"N101,000 - N250,000",Bank G,Female,Bank A,Lagos,Bachelor's Decree,Self Employed,No,,
32959,25.5,175000,4,6,6,0.5,0.5,-67,-54,-63,38,30,20,0,21-30,"N101,000 - N250,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Others,No,,
32960,25.5,175000,5,6,6,0.5,0.5,85,18,95,45,30,20,3,21-30,"N101,000 - N250,000",Bank N,Female,Bank C,Lagos,Bachelor's Decree,Others,No,,
32961,25.5,175000,3,6,6,0.5,0.5,42,18,95,30,30,20,3,21-30,"N101,000 - N250,000",Bank B,Female,Bank C,Lagos,Bachelor's Decree,Others,No,,
32964,38,75000,2,6,0.5,0,0,7,6,52,17,16,-7,0,36-40,"N50,000 - N100,000",Bank E,Male,Bank E,Lagos,OND/HND,Self Employed,Yes,Bank K,Bank N
32965,38,75000,3,6,0.5,0,0,-6,28,31,26,7,-7,0,36-40,"N50,000 - N100,000",Bank K,Male,Bank E,Lagos,OND/HND,Self Employed,Yes,Bank K,Bank N
32966,50.5,175000,10,6,6,6,6,34,9,45,9,9,0,2,41-60,"N101,000 - N250,000",Bank H,Female,Bank H,Lagos,Master's Degree,Civil/Public Servant,No,,
32967,25.5,75000,2,6,6,6,6,37,18,17,9,0,9,0,21-30,"N50,000 - N100,000",Bank K,Male,Bank K,Lagos,OND/HND,Private Sector Employee,No,,
32969,38,175000,3,6,6,6,0.5,47,40,46,20,10,10,3,36-40,"N101,000 - N250,000",Bank D,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
